"Name","Race","RaceImg","Appr","Lvl","Undead","Tameble","Wz1","CoolEye","Exp","HP","MP","Wz2","Wz3","Ac","FireMAC","IceMAC","LightMAC","WindMAC","HolyMAC","DarkMAC","PhantomMAC","Dc","DcMax","McType","Mc","McMax","Speed","Hit","WALK_SPD","WalkWait","WalkStep","ATTACK_SPD","Wz4","UnKnow","OrgName"
"诺玛20","81","19","128","35","0","1","0","10","8000","340","0","3","3","8","0","1","0","-1","1","-1","0","29","46","0","0","0","18","21","1000","0","1","2000","0","","王者软件"
"诺玛27","81","19","128","42","0","0","5","30","30400","900","0","6","6","13","0","1","0","-1","1","-1","0","33","55","0","0","0","19","21","1200","0","1","2000","0","","王者软件"
"诺玛28","81","19","128","45","0","0","5","40","51200","1500","0","8","8","15","1","2","1","-1","1","-1","0","44","66","0","0","0","20","22","1100","0","1","1500","0","","王者软件"
"诺玛29","81","19","128","48","0","0","5","50","80000","2200","0","10","10","17","1","2","1","-1","1","-1","0","55","77","0","0","0","21","23","1000","0","1","1200","0","","王者软件"
"诺玛3","81","19","129","35","0","1","0","0","8000","340","0","3","3","8","0","1","0","-1","1","-1","0","29","46","0","0","0","18","21","900","0","1","2000","0","","王者软件"
"诺玛30","81","19","129","35","0","1","0","10","8000","340","0","3","3","8","0","1","0","-1","1","-1","0","29","46","0","0","0","18","21","900","0","1","2000","0","","王者软件"
"诺玛37","81","19","129","42","0","0","5","30","30400","900","0","6","6","13","0","1","0","-1","1","-1","0","33","55","0","0","0","19","21","1200","0","1","2000","0","","王者软件"
"诺玛38","81","19","129","45","0","0","5","40","51200","1500","0","8","8","15","1","2","1","-1","1","-1","0","44","66","0","0","0","20","22","1100","0","1","1500","0","","王者软件"
"诺玛39","81","19","129","48","0","0","5","50","80000","2200","0","10","10","17","1","2","1","-1","1","-1","0","55","77","0","0","0","21","23","1000","0","1","1200","0","","王者软件"
"骷髅武将","81","19","140","30","1","0","0","10","6880","270","0","0","0","7","2","0","-1","0","0","-1","0","24","42","0","0","0","18","19","700","0","1","2500","0","","王者软件"
"骷髅武将0","81","19","140","30","1","0","0","20","6880","270","0","0","0","7","2","0","-1","0","0","-1","0","24","42","0","0","0","18","19","700","0","1","2500","0","","王者软件"
"守卫武将","81","19","140","99","1","0","0","10","3440","540","0","9","9","27","5","5","5","5","5","5","0","77","84","0","0","0","18","19","700","0","1","2500","15","","王者软件"
"骷髅武士","81","19","143","30","1","0","0","0","5920","210","0","0","0","7","1","-1","0","0","0","0","-1","24","37","0","0","0","18","19","900","0","1","2500","0","","王者软件"
"骷髅武士0","81","19","143","30","1","0","0","10","5920","210","0","0","0","7","1","-1","0","0","0","0","-1","24","37","0","0","0","18","19","900","0","1","2500","0","","王者软件"
"胞眼虫1","81","19","147","20","0","1","0","0","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","1400","0","1","2000","0","","王者软件"
"胞眼虫10","81","19","147","20","0","1","0","10","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","1400","0","1","2000","0","","王者软件"
"胞眼虫2","81","19","148","20","0","1","0","0","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","1400","0","1","2000","0","","王者软件"
"胞眼虫20","81","19","148","20","0","1","0","10","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","1400","0","1","2000","0","","王者软件"
"蜘蛛娃","81","19","149","20","0","1","0","10","3840","160","0","0","0","5","0","0","0","0","0","0","0","11","23","0","0","0","13","15","1000","0","1","1800","0","","王者软件"
"蜘蛛娃0","81","19","149","20","0","1","0","20","3840","160","0","0","0","5","0","0","0","0","0","0","0","11","23","0","0","0","13","15","1000","0","1","1800","0","","王者软件"
"诺玛装甲兵","81","19","181","65","0","0","0","60","60800","2700","0","42","42","68","2","3","1","-2","-4","5","-3","90","190","0","0","0","18","22","400","0","1","2200","10","","王者软件"
"诺玛装甲兵5","81","19","181","65","0","0","0","80","75200","3400","0","45","45","85","2","3","1","-2","-4","5","-3","130","230","0","0","0","18","22","400","0","1","2200","10","","王者软件"
"变异迅猛蜥","81","19","191","80","0","0","0","80","231200","3600","0","10","10","90","1","-2","3","-3","-1","1","-5","160","190","0","160","200","20","20","600","0","1","1200","10","","王者软件"
"变异迅猛蜥33","81","19","191","80","0","0","0","80","231200","3600","0","45","45","90","1","-2","3","-3","-1","1","-3","160","190","0","160","200","50","20","600","0","1","1200","10",\N,"王者软件"
"变异刺骨蜥","81","19","192","80","0","0","0","60","234400","3700","0","10","10","90","3","-3","1","-2","-2","0","-5","180","220","1","180","220","20","20","700","0","1","1200","10","","王者软件"
"变异刺骨蜥33","81","19","192","80","0","0","0","60","234400","3700","0","35","35","90","3","-3","1","-2","-2","0","-2","180","220","1","180","220","40","20","700","0","1","1200","10",\N,"王者软件"
"沃毒蜈蚣61","81","19","2045","30","0","0","0","0","16","200","0","6","6","7","0","0","0","0","0","0","0","24","36","0","0","0","18","19","1500","0","1","2000","0","","王者软件"
"沃毒蜈蚣62","81","19","2045","30","0","0","0","0","16","200","0","6","6","7","0","0","0","0","0","0","0","24","36","0","0","0","18","19","1500","0","1","2000","0","","王者软件"
"邪恶蜈蚣61","81","19","2046","30","0","0","0","0","16","200","0","22","22","7","0","0","0","0","0","0","0","24","36","0","0","0","18","19","1700","0","1","2000","0","","王者软件"
"冰原雪狼","81","19","2080","60","0","0","0","40","104800","1600","0","35","35","60","-4","3","2","4","-2","5","-1","95","135","0","0","0","10","10","1500","0","0","1500","10","","王者软件"
"蝙蝠","81","31","74","30","0","0","0","100","16","3","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","18","19","1500","0","1","2000","0","","王者软件"
"毒蜘蛛","82","19","25","10","0","1","0","0","352","22","0","0","0","0","0","0","0","0","0","0","0","2","9","6","2","9","9","11","1000","0","1","2500","0","","王者软件"
"毒蜘蛛61","82","19","25","10","0","1","0","0","352","22","0","0","0","0","0","0","0","0","0","0","0","2","9","6","2","9","9","11","1000","0","1","2500","0","","王者软件"
"沙漠威思而小虫","82","19","61","13","0","1","0","0","720","45","0","0","0","1","0","0","0","0","0","0","0","4","11","6","4","11","10","12","1100","0","1","2500","0","","王者软件"
"威思而小虫","82","19","62","13","0","1","0","0","640","40","0","0","0","1","0","0","0","0","0","0","0","4","10","6","4","10","10","12","1100","0","1","2500","0","","王者软件"
"森林雪人","83","10","30","13","0","1","0","0","640","40","0","0","0","1","0","0","0","0","0","0","0","4","10","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"森林雪人0","83","10","30","13","0","1","0","10","640","40","0","0","0","1","0","0","0","0","0","0","0","4","10","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"稻草人","83","18","40","10","1","0","0","0","288","18","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","9","7","1500","0","1","2500","0","","王者软件"
"稻草人0","83","18","40","10","1","0","0","10","288","18","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","9","11","1500","0","1","2500","0","","王者软件"
"半兽人61","83","19","22","13","0","1","0","0","16","30","0","0","0","1","0","0","0","0","0","0","0","4","8","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"半兽人","83","19","22","13","0","1","0","0","480","30","0","0","0","1","0","0","0","0","0","0","0","4","8","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"半兽人0","83","19","22","13","0","1","0","10","480","30","0","0","0","1","0","0","0","0","0","0","0","4","8","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"半兽人9","83","19","22","99","0","0","0","0","480","300","0","0","0","2","0","0","0","0","0","0","0","22","44","0","0","0","10","12","1500","0","1","2500","0","","王者软件"
"蛤蟆","83","19","27","10","0","1","0","0","304","19","0","0","0","0","0","0","0","0","0","0","0","2","6","0","0","0","9","11","1500","0","1","2500","0","","王者软件"
"蛤蟆0","83","19","27","10","0","1","0","10","304","19","0","0","0","0","0","0","0","0","0","0","0","2","6","0","0","0","9","11","1500","0","1","2500","0","","王者软件"
"诺玛教主+","83","19","98","92","0","0","0","100","192000","14000","0","48","48","135","0","4","0","-4","4","-4","0","132","209","4","230","290","23","25","1000","0","1","1500","10","","王者软件"
"变异利爪蜥","83","19","199","80","0","0","0","100","253600","4200","0","10","10","70","2","-1","5","-3","-1","0","-5","118","186","0","1","10","20","20","500","0","1","1200","10","","王者软件"
"变异利爪蜥33","83","19","199","80","0","0","0","100","253600","4200","0","35","35","70","2","-1","5","-3","-1","0","-3","118","186","0","1","10","40","20","500","0","1","1200","10",\N,"王者软件"
"蝎子61","84","32","28","18","0","1","0","0","16","95","0","1","1","3","0","0","0","0","0","0","0","8","15","0","0","0","12","14","1500","0","1","2500","0","","王者软件"
"蝎子","84","32","28","18","0","1","0","0","1520","95","0","0","0","3","0","0","0","0","0","0","0","8","15","0","0","0","12","14","1500","0","1","2500","0","","王者软件"
"食人花61","85","13","31","10","0","0","0","0","16","21","0","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","9","11","0","0","0","2500","0","","王者软件"
"食人花","85","13","31","10","0","0","0","0","336","21","0","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","9","11","0","0","0","2500","0","","王者软件"
"骷髅61","86","14","32","18","1","0","0","0","16","100","0","1","1","3","0","0","0","0","0","0","0","8","16","0","0","0","12","14","2300","0","1","2500","0","","王者软件"
"骷髅","86","14","32","18","1","0","0","0","1600","100","0","0","0","3","0","0","0","0","0","0","0","8","16","0","0","0","12","14","2300","0","1","2500","0","","王者软件"
"骷髅0","86","14","32","18","1","0","0","10","1600","100","0","0","0","3","0","0","0","0","0","0","0","8","16","0","0","0","12","14","2300","0","1","2500","0","","王者软件"
"骷髅9","86","14","32","99","1","0","0","0","1600","1000","0","2","2","4","0","0","0","0","0","0","0","44","88","0","0","0","12","14","2300","0","1","2500","0","","王者软件"
"掷斧骷髅61","87","15","33","18","1","0","0","10","16","100","0","1","1","3","0","0","0","0","0","0","0","9","13","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"掷斧骷髅62","87","15","33","18","1","0","0","10","16","100","0","1","1","3","0","0","0","0","0","0","0","9","13","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"掷斧骷髅","87","15","33","18","1","0","0","10","1600","100","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"掷斧骷髅0","87","15","33","18","1","0","0","20","1600","100","0","0","0","3","0","0","0","0","0","0","0","9","13","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"骷髅战士61","88","14","34","18","1","0","0","0","16","105","0","1","1","3","0","0","0","0","0","0","0","8","17","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"骷髅战士","88","14","34","18","1","0","0","0","1680","105","0","0","0","3","0","0","0","0","0","0","0","8","17","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"骷髅战士0","88","14","34","18","1","0","0","10","1680","105","0","0","0","3","0","0","0","0","0","0","0","8","17","0","0","0","12","14","2000","0","1","2500","0","","王者软件"
"骷髅战将61","89","14","35","18","1","0","0","0","16","110","0","1","1","3","0","0","0","0","0","0","0","8","18","0","0","0","12","14","1800","0","1","2300","0","","王者软件"
"骷髅战将","89","14","35","18","1","0","0","0","1760","110","0","0","0","3","0","0","0","0","0","0","0","8","18","0","0","0","12","14","1800","0","1","2300","0","","王者软件"
"骷髅战将0","89","14","35","18","1","0","0","10","1760","110","0","0","0","3","0","0","0","0","0","0","0","8","18","0","0","0","12","14","1800","0","1","2300","0","","王者软件"
"骷髅战将9","89","14","35","99","1","0","0","0","1760","1100","0","2","2","4","0","0","0","0","0","0","0","44","99","0","0","0","12","14","1800","0","1","2300","0","","王者软件"
"骷髅精灵62","89","14","36","72","1","0","0","100","16","500","0","5","5","9","0","0","0","0","0","0","0","6","27","0","0","0","20","22","1000","0","1","1500","0","","王者软件"
"骷髅精灵61","89","14","36","72","1","0","0","100","16","500","0","5","5","9","0","0","0","0","0","0","0","6","27","0","0","0","23","25","1000","0","1","1500","0","","王者软件"
"洞蛆61","90","16","37","20","0","1","0","0","16","100","0","4","4","5","0","0","0","0","0","0","0","11","11","6","10","10","13","15","1600","0","1","2500","0","","王者软件"
"洞蛆","90","16","37","20","0","1","0","0","2560","100","0","0","0","6","0","0","0","0","0","0","0","11","11","6","10","10","13","15","1600","0","1","2500","0","","王者软件"
"火焰沃玛","91","20","43","25","1","0","0","0","5440","260","0","0","0","6","0","0","0","0","0","0","0","15","31","1","15","31","15","17","1000","0","1","1700","0","","王者软件"
"火焰沃玛30","91","20","43","25","1","0","0","0","5440","260","0","4","4","13","0","0","0","0","0","0","0","15","31","1","24","50","15","17","1000","0","1","1700","0","","王者软件"
"火焰沃玛0","91","20","43","25","1","0","0","10","5440","260","0","0","0","6","0","0","0","0","0","0","0","15","31","1","15","31","15","17","1000","0","1","1700","0","","王者软件"
"火龙","91","20","43","25","1","0","0","10","5440","8000","0","0","0","10","0","0","0","0","0","0","0","150","200","1","15","31","15","17","1000","0","1","1000","0","","王者软件"
"火焰沃玛61","91","20","43","25","1","0","0","20","16","280","0","4","4","6","0","0","0","0","0","0","0","15","31","1","15","31","15","17","1000","0","1","1700","0","","王者软件"
"火焰沃玛62","91","20","43","25","1","0","0","20","16","280","0","4","4","6","0","0","0","0","0","0","0","15","31","1","15","31","15","17","1000","0","1","1700","0","","王者软件"
"守卫沃玛","91","20","43","99","1","0","0","0","2720","520","0","8","8","24","5","5","5","5","5","5","0","31","62","1","49","99","15","17","1000","0","1","1700","15","","王者软件"
"沃玛教主62","92","21","45","80","1","0","0","100","16","2500","0","14","14","20","0","0","0","0","0","0","0","77","121","3","66","110","23","25","1000","0","1","1500","0","","王者软件"
"沃玛教主9","92","21","45","90","1","0","0","100","112000","5000","0","30","30","60","0","0","0","0","0","0","0","80","120","3","80","120","23","25","1000","0","1","1500","10","","王者软件"
"沃玛教主1","92","21","45","90","1","0","0","100","128000","6000","0","39","39","62","0","0","0","0","0","0","0","99","143","3","99","121","23","25","1000","0","1","1500","10","","王者软件"
"沃玛教主","92","21","45","90","1","0","0","100","128000","6000","0","39","39","92","0","0","0","0","0","0","0","129","173","3","129","151","23","25","1000","0","1","1500","10","","王者软件"
"冰城王后1","92","21","198","95","0","0","0","150","192000","12000","0","45","45","80","-2","3","-4","2","-4","2","-3","140","180","3","100","160","23","25","1100","0","1","1200","10","","王者软件"
"冰城王后","92","21","198","95","0","0","0","150","292000","12000","0","45","45","120","-2","3","-4","2","-4","2","-3","180","220","3","100","160","23","25","1100","0","1","1200","10","","王者软件"
"爆毒蚂蚁","93","19","96","25","0","0","0","10","5120","240","0","0","0","6","0","0","0","0","0","0","0","16","26","0","0","0","15","17","1800","0","1","2700","0","","王者软件"
"爆毒蚂蚁0","93","19","96","25","0","1","0","20","5120","240","0","0","0","6","0","0","0","0","0","0","0","14","26","0","0","0","15","17","1800","0","1","2700","0","","王者软件"
"暗黑战士61","93","22","46","25","0","1","0","0","16","240","0","4","4","6","0","0","0","0","0","0","0","14","28","0","0","0","15","17","1000","0","1","1800","0","","王者软件"
"暗黑战士","93","22","46","25","0","1","0","10","5120","240","0","0","0","6","0","0","0","0","0","0","0","14","28","0","0","0","15","17","1000","0","1","1800","0","","王者软件"
"暗黑战士40","93","22","46","25","0","1","0","10","5120","240","0","4","4","13","0","0","0","0","0","0","0","23","46","0","0","0","15","17","1000","0","1","1800","0","","王者软件"
"暗黑战士0","93","22","46","25","0","1","0","20","5120","240","0","0","0","6","0","0","0","0","0","0","0","14","28","0","0","0","15","17","1000","0","1","1800","0","","王者软件"
"冰之射手","93","22","2010","70","1","0","0","50","208000","2400","0","35","35","85","-3","5","-1","2","-2","2","-3","120","180","0","0","0","10","10","1200","0","0","1000","10","","王者软件"
"冰之射手33","93","22","2010","70","1","0","0","50","208000","2400","0","35","35","85","-3","5","-1","2","-2","2","-3","120","180","0","0","0","10","10","1200","0","0","1000","10","","王者软件"
"天外圣堂武士","94","19","33","90","1","0","0","100","400000","6000","0","39","39","92","4","4","4","4","4","0","0","90","173","3","129","151","23","25","1000","0","1","1500","10"," ","王者软件"
"天外圣堂武士33","94","19","33","90","1","0","0","100","400000","6000","0","39","39","92","4","4","4","4","4","0","0","90","173","3","129","151","23","25","1000","0","1","1500","10"," ","王者软件"
"小霸刀","94","19","125","99","0","0","0","50","16","4000","0","11","11","16","0","0","0","0","0","0","0","50","60","5","22","38","7","4","900","0","1","1000","0","","王者软件"
"僵尸1","94","40","48","20","1","0","0","0","3840","160","0","0","0","5","0","0","0","0","0","0","0","10","22","3","9","20","13","15","2000","0","1","3000","0","","王者软件"
"老道僵尸61","94","40","48","20","1","0","0","10","16","160","0","4","4","5","0","0","0","0","0","0","0","12","24","3","11","22","14","15","2000","0","1","3000","0","","王者软件"
"僵尸10","94","40","48","20","1","0","0","10","3840","160","0","0","0","5","0","0","0","0","0","0","0","10","22","3","9","20","13","15","2000","0","1","3000","0","","王者软件"
"雷电僵尸","94","40","48","20","1","0","0","10","3840","160","0","4","4","5","0","0","0","0","0","0","0","12","24","3","11","22","14","15","2000","0","1","3000","0","","王者软件"
"僧侣僵尸61","95","41","49","20","1","0","5","0","16","140","0","4","4","5","0","0","0","0","0","0","0","13","24","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸2","95","41","49","20","1","0","5","0","3520","140","0","0","0","5","0","0","0","0","0","0","0","11","22","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僧侣僵尸","95","41","49","20","1","0","5","0","3520","140","0","4","4","5","0","0","0","0","0","0","0","13","24","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸37","95","41","49","20","1","0","5","0","6000","140","0","0","0","5","0","0","0","0","0","0","0","11","22","0","0","0","13","15","2000","0","1","3000","0",\N,"王者软件"
"僵尸261","95","41","49","20","1","0","5","10","16","180","0","3","3","5","0","0","0","0","0","0","0","11","22","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸20","95","41","49","20","1","0","5","10","3520","140","0","0","0","5","0","0","0","0","0","0","0","11","22","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸3","96","42","50","20","1","0","3","0","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸30","96","42","50","20","1","0","3","10","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸4","96","42","51","20","1","0","3","0","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸461","96","42","51","20","1","0","3","10","16","120","0","3","3","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸40","96","42","51","20","1","0","3","10","3200","120","0","0","0","5","0","0","0","0","0","0","0","11","21","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸5","96","42","52","20","1","0","3","0","2880","100","0","0","0","5","0","0","0","0","0","0","0","11","20","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"僵尸50","96","42","52","20","1","0","3","10","2880","100","0","0","0","5","0","0","0","0","0","0","0","11","20","0","0","0","13","15","2000","0","1","3000","0","","王者软件"
"骷髅精灵","97","14","36","72","1","0","5","100","16000","500","0","5","5","9","0","0","0","0","0","0","0","27","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"骷髅精灵9","97","14","36","99","1","0","5","100","16000","5000","0","5","5","9","0","0","0","0","0","0","0","82","165","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"轻甲守卫","97","19","6","60","1","0","0","60","139200","2150","0","25","25","53","-1","5","-4","5","-3","5","5","30","145","0","0","0","18","22","800","0","1","1400","0","","王者软件"
"轻甲守卫2","97","19","6","70","1","0","0","70","219200","2650","0","85","85","103","1","5","-2","5","-1","5","5","180","225","0","0","0","18","22","800","0","1","1400","0","","王者软件"
"轻甲守卫33","97","19","6","70","1","0","0","70","219200","2650","0","85","85","103","1","5","-2","5","-1","5","5","180","225","0","0","0","18","22","800","0","1","1400","0","","王者软件"
"蚂蚁将军","97","19","8","74","0","0","5","100","64000","2000","0","11","11","15","0","0","0","0","0","0","0","38","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"犬猴魔","97","19","12","60","1","0","0","60","144000","2300","0","25","25","53","-2","4","-5","5","-3","5","5","87","104","0","0","0","18","22","800","0","1","1100","8","","王者软件"
"犬猴魔2","97","19","12","70","1","0","0","70","192000","2800","0","85","85","103","0","4","-3","5","-1","5","5","187","224","0","0","0","18","22","800","0","1","1100","8","","王者软件"
"犬猴魔33","97","19","12","70","1","0","0","70","192000","2800","0","85","85","103","0","4","-3","5","-1","5","5","187","224","0","0","0","18","22","800","0","1","1100","8","","王者软件"
"半兽勇士","97","19","24","70","0","0","5","100","19200","600","0","3","3","9","0","0","0","0","0","0","0","16","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"半兽勇士9","97","19","24","99","0","0","5","100","9600","3000","0","3","3","7","0","0","0","0","0","0","0","49","165","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"沃玛护卫61","97","19","44","73","1","0","5","100","16","1000","0","7","7","12","0","0","0","0","0","0","0","19","40","0","0","0","20","22","1000","0","1","1500","0","","王者软件"
"沃玛护卫","97","19","44","73","1","0","5","100","16000","1000","0","7","7","12","0","0","0","0","0","0","0","19","40","0","0","0","20","22","1000","0","1","1500","0","","王者软件"
"牛老道","97","19","44","74","1","0","5","100","16","1200","0","8","8","13","0","0","0","0","0","0","0","22","44","0","0","0","20","22","1000","0","1","1500","0","","王者软件"
"不死雄狮","97","19","44","74","1","0","5","100","32000","1000","0","11","11","11","0","0","0","0","0","0","0","38","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"沃玛卫士","97","19","44","74","1","0","5","100","32000","1000","0","11","11","11","0","0","0","0","0","0","0","38","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"尸王","97","19","53","73","1","0","5","100","48000","1500","0","6","6","13","0","0","0","0","0","0","0","33","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"巨型多角虫","97","19","64","70","0","0","5","100","6400","200","0","3","3","7","0","0","0","0","0","0","0","16","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"邪恶钳虫","97","19","70","75","0","0","5","100","80000","2500","0","13","13","20","0","0","0","0","0","0","0","44","66","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"邪恶毒蛇","97","19","80","91","0","0","5","100","144000","6750","0","44","44","69","0","0","0","0","0","0","0","121","187","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"大老鼠","97","19","81","45","0","0","5","30","36800","1150","0","4","4","11","-4","-1","5","5","5","-5","-1","37","54","0","0","0","18","22","1100","0","1","2000","0","","王者软件"
"大老鼠0","97","19","81","45","0","0","5","40","36800","1150","0","4","4","11","-4","-1","5","5","5","-5","-1","37","54","0","0","0","18","22","1100","0","1","2000","0","","王者软件"
"恶形鬼","97","19","92","60","1","0","0","60","121600","2400","0","29","29","66","-3","5","-4","5","-3","5","5","66","240","0","0","0","18","22","1300","0","1","1800","0","","王者软件"
"神舰守卫","97","19","99","60","1","0","0","60","139200","3000","0","37","37","79","-2","4","-5","5","-3","5","5","165","247","0","0","0","18","22","1000","0","1","2500","0","","王者软件"
"神舰守卫2","97","19","99","70","1","0","0","70","219200","3500","0","97","97","129","0","5","-3","5","-1","5","5","205","254","0","0","0","18","22","1000","0","1","2500","0","","王者软件"
"神舰守卫33","97","19","99","70","1","0","0","70","219200","3500","0","97","97","129","0","5","-3","5","-1","5","5","205","254","0","0","0","18","22","1000","0","1","2500","0","","王者软件"
"血巨人","97","19","107","40","0","1","5","10","9280","420","0","4","4","11","2","0","-2","0","2","-2","0","33","47","0","0","0","18","22","1000","0","1","2000","0","","王者软件"
"血巨人0","97","19","107","40","0","1","5","20","9280","420","0","4","4","11","2","0","-2","0","2","-2","0","33","47","0","0","0","18","22","1000","0","1","2000","0","","王者软件"
"血金刚","97","19","108","40","1","0","5","10","9920","460","0","0","0","12","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"血金刚70","97","19","108","40","1","0","5","10","9920","460","0","4","4","26","2","0","-2","0","-2","2","0","53","77","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"血金刚0","97","19","108","40","1","0","5","20","9920","460","0","0","0","12","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"神鬼王","97","19","108","77","0","0","5","100","112000","3500","0","18","18","32","3","0","-2","0","3","-2","0","55","88","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"守卫血魔","97","19","108","99","1","0","5","10","4960","920","0","8","8","53","5","5","5","5","5","5","0","105","96","0","0","0","18","22","1000","0","1","1500","15","","王者软件"
"赤血恶魔","97","19","109","40","1","0","5","10","9920","460","0","6","6","8","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1200","0","1","1500","0","","王者软件"
"赤血恶魔50","97","19","109","40","1","0","5","10","9920","460","0","8","8","17","2","0","-2","0","-2","2","0","53","77","0","0","0","18","22","1200","0","1","1500","0","","王者软件"
"赤血恶魔0","97","19","109","40","1","0","5","20","9920","460","0","6","6","8","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1200","0","1","1500","0","","王者软件"
"灰血恶魔","97","19","110","40","1","0","5","10","9920","460","0","5","5","10","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"灰血恶魔60","97","19","110","40","1","0","5","10","9920","460","0","6","6","22","2","0","-2","0","-2","2","0","53","77","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"灰血恶魔0","97","19","110","40","1","0","5","20","9920","460","0","5","5","10","2","0","-2","0","-2","2","0","33","48","0","0","0","18","22","1000","0","1","1500","0","","王者软件"
"八脚首领","97","19","112","76","0","0","5","100","96000","3000","0","16","16","25","0","-2","3","0","3","-2","0","49","77","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"七点白蛇","97","19","126","71","0","0","5","100","12800","400","0","4","4","8","0","0","0","0","0","0","0","22","55","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"潘夜战士","97","19","137","45","0","0","5","40","35200","1100","0","4","4","11","5","-4","5","-1","-2","5","2","37","53","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"潘夜战士0","97","19","137","45","0","0","5","50","35200","1100","0","4","4","11","5","-4","5","-1","-2","5","2","37","53","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"潘夜战士5","97","19","137","48","0","0","5","45","48000","1500","0","4","4","13","5","-4","5","-1","-2","5","2","41","58","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"潘夜战士50","97","19","137","48","0","0","5","45","48000","1500","0","4","4","13","5","-4","5","-1","-2","5","2","41","58","0","0","0","18","22","800","0","1","2000","0","","王者软件"
"潘夜鬼将","97","19","137","78","0","0","5","100","128000","4000","0","22","22","37","4","-4","5","-1","-2","5","1","60","99","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
"浪子人鬼","97","19","138","25","1","0","5","0","4960","230","0","0","0","6","0","0","0","0","0","0","0","15","29","0","0","0","15","17","2000","0","1","1300","0","","王者软件"
"浪子人鬼0","97","19","138","25","1","0","5","10","4960","230","0","0","0","6","0","0","0","0","0","0","0","16","29","0","0","0","15","17","2000","0","1","1300","0","","王者软件"
"骨鬼将","97","19","140","75","1","0","5","100","80000","2500","0","13","13","20","0","0","0","0","0","0","0","44","66","0","0","0","23","25","1000","0","1","1500","10","","王者软件"
